time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filtered_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source
165.0,7.353206413791773,7.353206413791773,7.353206413791773,7.353206413791773,False,False,False,3.7800000000000004e-05,0.16981890692249973,3.7481438655518287,29.93384144803265,reduced_model
170.0,7.047242750580124,7.047242750580124,7.047242750580124,7.047242750580124,False,False,False,3.83e-05,0.17177647435321644,3.7442284186738792,30.065662261742197,reduced_model
175.0,6.771120742921768,6.771120742921768,6.771120742921768,6.771120742921768,False,False,False,3.76e-05,0.17365734122625026,3.740383149018448,30.186703522281462,reduced_model
180.0,6.5305607303658935,6.5305607303658935,6.5305607303658935,6.5305607303658935,False,False,False,5.9600000000000005e-05,0.1754713858735741,3.736911697531,30.298335196483627,reduced_model
185.0,6.285621076956488,6.285621076956488,6.285621076956488,6.285621076956488,False,False,False,4.33e-05,0.17721739172828424,3.7329772527307146,30.400603290569897,reduced_model
190.0,6.047131559014605,6.047131559014605,6.047131559014605,6.047131559014605,False,False,False,3.88e-05,0.1788971504946772,3.728858898870965,30.4939272989686,reduced_model
195.0,5.716198779576064,5.716198779576064,5.716198779576064,5.716198779576064,False,False,False,3.79e-05,0.18048498348900388,3.7221652595378476,30.575703119217145,reduced_model
200.0,5.376505000375087,5.376505000375087,5.376505000375087,5.376505000375087,False,False,False,3.8e-05,0.18197845710021918,3.7147260591792812,30.646045773944437,reduced_model
205.0,5.04584641337808,5.04584641337808,5.04584641337808,5.04584641337808,False,False,False,3.76e-05,0.1833800811039353,3.707012045051902,30.705643712210595,reduced_model
210.0,4.855298160598612,4.855298160598612,4.855298160598612,4.855298160598612,False,False,False,3.77e-05,0.18472877503743493,3.7023148735068347,30.758701533406867,reduced_model
215.0,4.820491091897939,4.820491091897939,4.820491091897939,4.820491091897939,False,False,False,3.7800000000000004e-05,0.18606780034073991,3.7014180676653607,30.809607509420875,reduced_model
220.0,4.893506812517722,4.893506812517722,4.893506812517722,4.893506812517722,False,False,False,3.74e-05,0.1874271077886615,3.7035134413568445,30.86142352023369,reduced_model
225.0,4.984670411032028,4.984670411032028,4.984670411032028,4.984670411032028,False,False,False,3.72e-05,0.18881173845839264,3.706581206985358,30.91486151427333,reduced_model
230.0,5.035158173712256,5.035158173712256,5.035158173712256,5.035158173712256,False,False,False,3.7500000000000003e-05,0.19021039350664604,3.709101218025459,30.969015515980928,reduced_model
235.0,5.054417950367673,5.054417950367673,5.054417950367673,5.054417950367673,False,False,False,3.8e-05,0.19161439849285927,3.711098606649934,31.02314847354701,reduced_model
240.0,5.062025507119799,5.062025507119799,5.062025507119799,5.062025507119799,False,False,False,3.76e-05,0.19302051668928144,3.712915123417626,31.077000857958865,reduced_model
245.0,5.062948404536953,5.062948404536953,5.062948404536953,5.062948404536953,False,False,False,3.7300000000000005e-05,0.19442689124609727,3.7146132955488693,31.13042527284982,reduced_model
250.0,5.059427651939263,5.059427651939263,5.059427651939263,5.059427651939263,False,False,False,3.74e-05,0.1958322878160804,3.716214145277368,31.183322348547065,reduced_model
255.0,5.052776208977214,5.052776208977214,5.052776208977214,5.052776208977214,False,False,False,3.91e-05,0.1972358367630185,3.7177288924793013,31.23562064832471,reduced_model
260.0,5.043875611021073,5.043875611021073,5.043875611021073,5.043875611021073,False,False,False,3.76e-05,0.19863691332163547,3.71916594405176,31.287267995424315,reduced_model
265.0,5.033400869447973,5.033400869447973,5.033400869447973,5.033400869447973,False,False,False,3.77e-05,0.20003508022981545,3.7205336182138318,31.338227765455073,reduced_model
270.0,5.021911564733875,5.021911564733875,5.021911564733875,5.021911564733875,False,False,False,3.79e-05,0.20143005566446376,3.721844925375613,31.38847697711796,reduced_model
275.0,5.009894315882653,5.009894315882653,5.009894315882653,5.009894315882653,False,False,False,3.7300000000000005e-05,0.20282169297443117,3.723113471182988,31.438005103929164,reduced_model
280.0,4.997781071724832,4.997781071724832,4.997781071724832,4.997781071724832,False,False,False,3.77e-05,0.20420996549435474,3.7243496289343443,31.48681309695516,reduced_model
285.0,4.98595886670754,4.98595886670754,4.98595886670754,4.98595886670754,False,False,False,3.7300000000000005e-05,0.20559495406844017,3.7255638749746036,31.534912478683957,reduced_model
290.0,4.974776923404472,4.974776923404472,4.974776923404472,4.974776923404472,False,False,False,3.7300000000000005e-05,0.20697683654716365,3.726766621229303,31.582324498380522,reduced_model
295.0,4.964553849479575,4.964553849479575,4.964553849479575,4.964553849479575,False,False,False,3.76e-05,0.2083558792831302,3.7279681432716316,31.62907939550105,reduced_model
300.0,4.955585353886654,4.955585353886654,4.955585353886654,4.955585353886654,False,False,False,3.76e-05,0.20973243077032094,3.7291785927346006,31.675215817643355,reduced_model
305.0,4.948151890503636,4.948151890503636,4.948151890503636,4.948151890503636,False,False,False,3.74e-05,0.21110691740657195,3.7304080644348696,31.720780415591577,reduced_model
310.0,4.942524946512252,4.942524946512252,4.942524946512252,4.942524946512252,False,False,False,3.72e-05,0.21247984100282535,3.731666674012142,31.765827597891963,reduced_model
315.0,4.938970074428375,4.938970074428375,4.938970074428375,4.938970074428375,False,False,False,3.7500000000000003e-05,0.213851777134611,3.7329645867001595,31.81041937220496,reduced_model
320.0,4.9377439136343515,4.9377439136343515,4.9377439136343515,4.9377439136343515,False,False,False,3.7300000000000005e-05,0.2152233726661761,3.7343119152070954,31.85462512330181,reduced_model
325.0,4.939081254601194,4.939081254601194,4.939081254601194,4.939081254601194,False,False,False,3.74e-05,0.21659533968134312,3.7357183717938622,31.898521067618404,reduced_model
330.0,4.943166864157002,4.943166864157002,4.943166864157002,4.943166864157002,False,False,False,3.7300000000000005e-05,0.2179684415880534,3.7371925208603094,31.942188975734105,reduced_model
335.0,4.950086223221123,4.950086223221123,4.950086223221123,4.950086223221123,False,False,False,3.7000000000000005e-05,0.21934346553894815,3.7387404560253445,31.9857135841728,reduced_model
340.0,4.959751812666251,4.959751812666251,4.959751812666251,4.959751812666251,False,False,False,3.77e-05,0.22072117437579988,3.7403637779390673,32.02917800438331,reduced_model
345.0,4.971811256652313,4.971811256652313,4.971811256652313,4.971811256652313,False,False,False,3.7800000000000004e-05,0.2221022330582033,3.742056984524228,32.07265657166078,reduced_model
350.0,4.985564876240305,4.985564876240305,4.985564876240305,4.985564876240305,False,False,False,3.86e-05,0.22348711219049228,3.743804927323713,32.116205281961406,reduced_model
355.0,4.9999500291024574,4.9999500291024574,4.9999500291024574,4.9999500291024574,False,False,False,3.74e-05,0.2248759871985763,3.745581787074243,32.15985150566062,reduced_model
360.0,5.013663338253732,5.013663338253732,5.013663338253732,5.013663338253732,False,False,False,3.71e-05,0.22626867145920232,3.747353487893001,32.20358666568749,reduced_model
365.0,5.025442311671766,5.025442311671766,5.025442311671766,5.025442311671766,False,False,False,3.76e-05,0.2276646276568889,3.74908439821233,32.24736633737449,reduced_model
370.0,5.034401856075411,5.034401856075411,5.034401856075411,5.034401856075411,False,False,False,3.74e-05,0.22906307261690986,3.7507460819994636,32.29111960702724,reduced_model
375.0,5.04022703859289,5.04022703859289,5.04022703859289,5.04022703859289,False,False,False,3.74e-05,0.23046313568318566,3.7523232509129323,32.334764171372456,reduced_model
380.0,5.043112789914941,5.043112789914941,5.043112789914941,5.043112789914941,False,False,False,3.7000000000000005e-05,0.23186400034705093,3.7538137665139995,32.37822044685678,reduced_model
385.0,5.0435465939725725,5.0435465939725725,5.0435465939725725,5.0435465939725725,False,False,False,3.7500000000000003e-05,0.2332649855120433,3.7552243839087023,32.42142023056656,reduced_model
390.0,5.042104101304517,5.042104101304517,5.042104101304517,5.042104101304517,False,False,False,3.7300000000000005e-05,0.2346655699846279,3.756566093182998,32.46430993116102,reduced_model
395.0,5.03933184034782,5.03933184034782,5.03933184034782,5.03933184034782,False,False,False,3.72e-05,0.23606538438472452,3.7578510449320413,32.50685049643613,reduced_model
400.0,5.035699780795483,5.035699780795483,5.035699780795483,5.035699780795483,False,False,False,3.7500000000000003e-05,0.23746418987938994,3.7590909560123564,32.54901584845505,reduced_model
405.0,5.031590468859058,5.031590468859058,5.031590468859058,5.031590468859058,False,False,False,4.1500000000000006e-05,0.23886185389851747,3.7602963927870663,32.59079082721399,reduced_model
410.0,5.027304269556333,5.027304269556333,5.027304269556333,5.027304269556333,False,False,False,6.43e-05,0.24025832730672755,3.76147651894673,32.63216912178804,reduced_model
415.0,5.023070530690686,5.023070530690686,5.023070530690686,5.023070530690686,False,False,False,3.79e-05,0.24165362467636387,3.7626390797699654,32.67315139524606,reduced_model
420.0,5.019059865196676,5.019059865196676,5.019059865196676,5.019059865196676,False,False,False,4.0100000000000006e-05,0.24304780797225184,3.763790498429806,32.71374367225653,reduced_model
425.0,5.015395465680121,5.015395465680121,5.015395465680121,5.015395465680121,False,False,False,3.7800000000000004e-05,0.2444409733793852,3.7649360171451702,32.75395599221273,reduced_model
430.0,5.0121627124231525,5.0121627124231525,5.0121627124231525,5.0121627124231525,False,False,False,3.72e-05,0.24583324079950275,3.7660798479291318,32.79380130194887,reduced_model
435.0,5.009416980670973,5.009416980670973,5.009416980670973,5.009416980670973,False,False,False,3.93e-05,0.2472247455163558,3.7672253156975715,32.83329455260752,reduced_model
440.0,5.007189835412454,5.007189835412454,5.007189835412454,5.007189835412454,False,False,False,3.74e-05,0.24861563158174813,3.7683749865761524,32.87245196518914,reduced_model
445.0,5.005493900332855,5.005493900332855,5.005493900332855,5.005493900332855,False,False,False,3.7300000000000005e-05,0.25000604655406283,3.7695307797186763,32.911290433504,reduced_model
450.0,5.004326695611704,5.004326695611704,5.004326695611704,5.004326695611704,False,False,False,3.74e-05,0.2513961373028439,3.7706940637272557,32.94982703885904,reduced_model
455.0,5.003673705617047,5.003673705617047,5.003673705617047,5.003673705617047,False,False,False,3.76e-05,0.2527860466655153,3.77186573995204,32.98807865639761,reduced_model
460.0,5.003510887720877,5.003510887720877,5.003510887720877,5.003510887720877,False,False,False,3.7300000000000005e-05,0.25417591080099333,3.7730463152075995,33.02606163786804,reduced_model
465.0,5.003806780666609,5.003806780666609,5.003806780666609,5.003806780666609,False,False,False,3.77e-05,0.2555658571289563,3.774235966184754,33.06379155944455,reduced_model
470.0,5.004524322102398,5.004524322102398,5.004524322102398,5.004524322102398,False,False,False,3.72e-05,0.2569560027739847,3.7754345973256083,33.10128302601634,reduced_model
475.0,5.005622443670637,5.005622443670637,5.005622443670637,5.005622443670637,False,False,False,3.7300000000000005e-05,0.2583464534527821,3.7766418933421804,33.13854952519373,reduced_model
480.0,5.00705748010738,5.00705748010738,5.00705748010738,5.00705748010738,False,False,False,3.74e-05,0.2597373027528119,3.7778573670125266,33.17560332532887,reduced_model
