time_s,charge_current_a,ann_unclipped_current_a,ann_requested_current_a,safety_filter_intervened,safety_override,target_current_cap_active,ann_inference_time_s,soc,terminal_voltage_v,average_temperature_c,source
85.0,7.9867782663406715,7.9867782663406715,7.9867782663406715,False,False,False,9.37e-05,0.13645507656002923,3.7192236774264114,28.293269500047586,chen2020_dfn
90.0,7.878066893496285,7.878066893496285,7.878066893496285,False,False,False,0.000111,0.1386434284748893,3.7203514804051148,28.48526192895173,chen2020_dfn
95.0,7.7682318151436585,7.7682318151436585,7.7682318151436585,False,False,False,9.010000000000001e-05,0.14080127064576253,3.721117384197588,28.670977730584127,chen2020_dfn
100.0,7.6565054584074215,7.6565054584074215,7.6565054584074215,False,False,False,9.11e-05,0.14292807771754237,3.7215573114563325,28.85035344970953,chen2020_dfn
105.0,7.5425700235756485,7.5425700235756485,7.5425700235756485,False,False,False,0.0001004,0.14502323605742448,3.7217019600677883,29.023337150642305,chen2020_dfn
110.0,7.426666009897158,7.426666009897158,7.426666009897158,False,False,False,9.27e-05,0.1470861988379515,3.721583413541742,29.189905135227264,chen2020_dfn
115.0,7.309569706962582,7.309569706962582,7.309569706962582,False,False,False,9.31e-05,0.1491166348676633,3.721238178662925,29.35007843985113,chen2020_dfn
120.0,7.192455168112095,7.192455168112095,7.192455168112095,False,False,False,0.0001129,0.1511145390810278,3.720707466733775,29.50393419327014,chen2020_dfn
125.0,7.0766809238208594,7.0766809238208594,7.0766809238208594,False,False,False,8.93e-05,0.15308028378208913,3.720035263007795,29.65160891907584,chen2020_dfn
130.0,6.963567191768554,6.963567191768554,6.963567191768554,False,False,False,9.11e-05,0.15501460800202482,3.7192649117118624,29.793293551915042,chen2020_dfn
135.0,6.854222202995741,6.854222202995741,6.854222202995741,False,False,False,9.22e-05,0.15691855861396808,3.7184371177466895,29.929212821387353,chen2020_dfn
140.0,6.749450769438933,6.749450769438933,6.749450769438933,False,False,False,9.130000000000001e-05,0.1587934060499233,3.717585520350049,30.059641001073544,chen2020_dfn
145.0,6.6497277199916525,6.6497277199916525,6.6497277199916525,False,False,False,9.070000000000001e-05,0.16064055263880989,3.716737129046305,30.184857342269027,chen2020_dfn
150.0,6.555245432442149,6.555245432442149,6.555245432442149,False,False,False,9.120000000000001e-05,0.1624614541478216,3.7159126126538418,30.305144784451613,chen2020_dfn
155.0,6.465970834031918,6.465970834031918,6.465970834031918,False,False,False,9.22e-05,0.16425755715727489,3.7151264135516673,30.420781032970865,chen2020_dfn
160.0,6.381714414341095,6.381714414341095,6.381714414341095,False,False,False,9.080000000000001e-05,0.16603025560570295,3.714388332868179,30.53203205141847,chen2020_dfn
165.0,6.302189331885856,6.302189331885856,6.302189331885856,False,False,False,9.42e-05,0.16778086375344903,3.713703910718669,30.639148767298195,chen2020_dfn
170.0,6.227057752842467,6.227057752842467,6.227057752842467,False,False,False,9.48e-05,0.16951060201812748,3.713075805072136,30.742365076648923,chen2020_dfn
175.0,6.155964022077287,6.155964022077287,6.155964022077287,False,False,False,9.11e-05,0.17122059202426004,3.712504626043984,30.841897299347067,chen2020_dfn
180.0,6.088556469589819,6.088556469589819,6.088556469589819,False,False,False,9.04e-05,0.17291185771025724,3.7119894124829154,30.937944640720787,chen2020_dfn
185.0,6.024500543568137,6.024500543568137,6.024500543568137,False,False,False,0.0001004,0.17458533008347057,3.71152827244945,31.030689984275057,chen2020_dfn
190.0,5.963485900997233,5.963485900997233,5.963485900997233,False,False,False,9.470000000000001e-05,0.1762418539448587,3.711118717469243,31.120301029562313,chen2020_dfn
195.0,5.90522937071138,5.90522937071138,5.90522937071138,False,False,False,9.05e-05,0.17788219543672296,3.710757920938504,31.206931535988872,chen2020_dfn
200.0,5.849475360119055,5.849475360119055,5.849475360119055,False,False,False,8.92e-05,0.17950704970342274,3.710442900343611,31.290722576206576,chen2020_dfn
205.0,5.795994754051571,5.795994754051571,5.795994754051571,False,False,False,9.130000000000001e-05,0.18111704824621483,3.7101706421626703,31.37180374041145,chen2020_dfn
210.0,5.744583016259024,5.744583016259024,5.744583016259024,False,False,False,9.03e-05,0.1827127657507312,3.70993818516054,31.450294260189366,chen2020_dfn
215.0,5.695057944927706,5.695057944927706,5.695057944927706,False,False,False,9.27e-05,0.1842947262909889,3.709742659434169,31.526304076251563,chen2020_dfn
