time_s,charge_current_a,soc,terminal_voltage_v,average_temperature_c,control_mode,optimizer_success,prediction_feasible,used_fallback,safety_override,target_current_cap_active,solve_time_s,predicted_maximum_voltage_v,predicted_maximum_temperature_c,source
1785.0,3.9323140274791513,0.5396566196483208,3.975505428141401,33.49954960550423,terminal_reference_governor,True,True,False,False,False,0.0,3.966675680182711,33.50000999999821,chen2020_dfn
1790.0,3.9311007282231003,0.5407485920728271,3.976365969219416,33.499582123891514,terminal_reference_governor,True,True,False,False,False,0.0,3.967580590138098,33.50000999999763,chen2020_dfn
1795.0,3.929887754638912,0.5418402275602269,3.9772253128925,33.49961467065691,terminal_reference_governor,True,True,False,False,False,0.0,3.968486023023866,33.500009999997566,chen2020_dfn
1800.0,3.9286754415661562,0.5429315262939952,3.9780835200105593,33.49964723632519,terminal_reference_governor,True,True,False,False,False,0.0,3.9693920334358856,33.50000999999891,chen2020_dfn
1805.0,3.9274641140946187,0.5440224885479104,3.978940651654156,33.499679811664635,terminal_reference_governor,True,True,False,False,False,0.0,3.9702986756494028,33.50000999999819,chen2020_dfn
1810.0,3.926254088146379,0.5451131146835066,3.979796769120072,33.49971238770644,terminal_reference_governor,True,True,False,False,False,0.0,3.971206003629327,33.50000999999921,chen2020_dfn
1815.0,3.9250456688751,0.5462034051470831,3.9806519338491553,33.499744955736844,terminal_reference_governor,True,True,False,False,False,0.0,3.9721140709883667,33.50000999999902,chen2020_dfn
1820.0,3.9238391515391413,0.5472933604669551,3.9815062073875414,33.49977750731324,terminal_reference_governor,True,True,False,False,False,0.0,3.973022931001063,33.50000999999703,chen2020_dfn
1825.0,3.922634820919484,0.5483829812505439,3.982359651319622,33.49981003427678,terminal_reference_governor,True,True,False,False,False,0.0,3.973932636584865,33.50000999999834,chen2020_dfn
1830.0,3.9214329500100575,0.5494722681811022,3.983212327176931,33.499842528736224,terminal_reference_governor,True,True,False,False,False,0.0,3.974843240261946,33.500009999998056,chen2020_dfn
1835.0,3.9202338017639704,0.5505612220149254,3.9840642964131145,33.499874983091615,terminal_reference_governor,True,True,False,False,False,0.0,3.9757547941925866,33.50000999999972,chen2020_dfn
1840.0,3.91903762720176,0.5516498435780371,3.9849156203119556,33.49990739001237,terminal_reference_governor,True,True,False,False,False,0.0,3.9766673501248997,33.500009999999136,chen2020_dfn
1845.0,3.917844667157624,0.5527381337633587,3.9857663599776654,33.499939742446145,terminal_reference_governor,True,True,False,False,False,0.0,3.977580959428495,33.50000999999726,chen2020_dfn
1850.0,3.9166551518428605,0.5538260935277595,3.9866165762904875,33.49997203360732,terminal_reference_governor,True,True,False,False,False,0.0,3.9784956730799554,33.50000999999965,chen2020_dfn
